OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length
"332","27966","6","0","1473",Powells Point,,40.7331975560081,310362212.773438,140593.315765635
"333","27968","5","0","413",Rodanthe,,121.065375302663,255307311.38855,376970.397727617
"334","27970","67","4","3214",Roper,,208.462974486621,3979984913.95898,386215.845703473
"335","27972",,,"196",Salvo,Population <500 and Cases <5,,25839959.5158691,77591.8753697891
"336","27973","13","0","1493",Shawboro,,87.073007367716,1350823542.63281,279776.313560853
"337","27974","10","0","1375",Shiloh,,72.7272727272727,1282875105.52026,448552.234751615
"338","27976","45","0","3561",South Mills,,126.36899747262,2739484648.62012,348819.066033239
"339","27978",,,"221",Stumpy Point,Population <500 and Cases <5,,3250437066.68713,488663.160212976
"340","27979","13","0","1813",Sunbury,,71.7043574186431,2196378526.26221,272849.595585558
"341","27980","77","1","2075",Tyner,,371.084337349398,1319096560.03711,208839.628959427
"342","27981","7","0","1863",Wanchese,,37.5738056897477,183167116.380371,177755.254740471
"343","27982",,,"0",Waves,Population <500 and Cases <5,,5381164.09509277,11228.317119066
"344","27983","294","5","10633",Windsor,,276.497695852535,9431469996.22351,861662.756904591
"345","27986","56","2","2650",Winton,,211.320754716981,374234308.870117,153016.850399202
"346","28001","927","43","28360",Albemarle,,326.868829337095,3791255242.38873,479491.354130006
"347","28006","22","0","1136",Alexis,,193.661971830986,126883649.701416,88485.0702727942
"348","28012","552","4","24276",Belmont,,227.385071675729,865729022.118042,170607.841876971
"349","28016","256","3","14526",Bessemer City,,176.235715269173,1271825919.55414,236943.686135101
"350","28018","65","0","5943",Bostic,,109.37237085647,2694770404.83051,433562.153950885
"351","28020","39","0","2464",Casar,,158.279220779221,1475633951.64899,260515.821792163
"352","28021","314","10","13436",Cherryville,,233.700506103007,1626380587.60425,391038.422631114
"353","28023","264","1","14843",China Grove,,177.861618271239,1273875684.14087,277795.952246167
"354","28025","1121","19","55325",Concord,,202.620876638048,2992149162.05573,466210.81613651
"355","28027","1415","24","74072",Concord,,191.030348849768,1903468707.60345,332965.289746403
"356","28031","543","16","31049",Cornelius,,174.884859415762,672168572.25116,151594.592125485
"357","28032","73","0","3249",Cramerton,,224.684518313327,59161626.1264038,51515.5503878613
"358","28033","83","1","3362",Crouse,,246.876859012493,509703222.739563,189532.085619349
"359","28034","446","11","17859",Dallas,,249.734027661123,1273410668.68243,215322.291269956
"360","28036","305","6","18554",Davidson,,164.385038266681,669928559.48645,197029.793668161
"361","28037","363","1","23834",Denver,,152.30343207183,1521729514.62848,312689.389421741
"362","28039","14","2","428",East Spencer,,327.102803738318,13759835.5942383,34526.6128305972
"363","28040","110","2","8270",Ellenboro,,133.010882708585,1773879551.02985,348064.117544275
"364","28043","410","8","21472",Forest City,,190.946348733234,1816346053.52002,348394.442075552
"365","28052","1085","21","36823",Gastonia,,294.652798522662,1165429048.27631,189783.469072903
"366","28054","1048","19","40184",Gastonia,,260.80031853474,562652947.772949,139549.083675328
"367","28056","746","7","35595",Gastonia,,209.579997190617,1342394953.02258,344787.60681341
"368","28071","68","2","3198",Gold Hill,,212.632895559725,1345839018.92865,236923.074375116
"369","28073","113","2","5606",Grover,,201.569746699964,702973243.533203,143952.911566798
"370","28075","295","6","19174",Harrisburg,,153.854177532075,656107496.741638,238150.023406484
"371","28077","5","0","557",High Shoals,,89.7666068222621,25098303.871521,27989.3633622467
"372","28078","996","13","66079",Huntersville,,150.728673254741,1870251820.14679,316647.648839996
"373","28079","609","10","39813",Indian Trail,,152.965111898124,1221176124.08392,283660.370334182
"374","28080","109","2","8157",Iron Station,,133.627559151649,1095921164.38501,240845.709042299
"375","28081","578","7","28249",Kannapolis,,204.609012708414,862858421.935425,200259.108957382
"376","28083","579","11","25877",Kannapolis,,223.750821192565,582493569.448059,145983.725103448
"377","28086","685","25","26988",Kings Mountain,,253.816511041945,2467878462.36133,329807.139806484
"378","28088","60","0","3059",Landis,,196.14253023864,72787169.9580688,52885.3256566675
"379","28090","126","3","8506",Lawndale,,148.13073124853,2661358061.4715,458218.963524002
"380","28091","49","0","2353",Lilesville,,208.244793880153,2694411423.45477,313074.926269122
"381","28092","849","7","40052",Lincolnton,,211.974433236792,3216596915.74634,535483.341451103
"382","28097","122","0","6124",Locust,,199.216198563031,836579136.406799,181830.474266294
"383","28098","63","1","4010",Lowell,,157.1072319202,99103128.4535522,49283.194148661
"384","28101","10","0","465",Mc Adenville,,215.05376344086,12210373.4969482,19058.3264759027
"385","28103","249","1","11346",Marshville,,219.460602855632,4253866560.83563,449440.107851782
"386","28104","524","6","32469",Matthews,,161.384705411315,824578845.587585,325979.692599077
"387","28105","904","39","45346",Matthews,,199.356062276717,668165195.784729,278013.840820393
"388","28107","153","3","8210",Midland,,186.358099878197,1388640520.38739,250943.513182056
"389","28110","1396","25","55536",Monroe,,251.36848170556,3676478383.48267,422255.233862207
"390","28112","860","10","28060",Monroe,,306.486101211689,3713382117.46545,318461.97727687
"391","28114","151","2","9034",Mooresboro,,167.146336063759,1900066101.23077,346437.871140422
"392","28115","529","4","41536",Mooresville,,127.359399075501,2057262512.61176,327151.756863337
"393","28117","707","2","47608",Mooresville,,148.504453033104,1555969690.69189,234425.757349855
"394","28119","77","1","3034",Morven,,253.790375741595,1970357677.74512,298425.648226889
"395","28120","447","6","24318",Mount Holly,,183.814458425857,1001654680.08618,272689.093586748
"396","28124","116","4","7015",Mount Pleasant,,165.35994297933,1620148303.23315,301866.136666845
"397","28125","42","0","2657",Mount Ulla,,158.073014678208,1169162879.13867,198953.955252748
"398","28127","504","4","7631",New London,,660.463897261172,2159940152.89789,468250.659328753
"399","28128","168","3","8098",Norwood,,207.458631760929,2054286113.35083,282114.674844027
"400","28129","119","3","6031",Oakboro,,197.313878295473,1226619926.53345,219035.034364981
"401","28133","53","0","2713",Peachland,,195.355694802801,2384968915.9574,421295.337069002
"402","28134","317","2","11817",Pineville,,268.257594990268,248618254.324951,88085.4538299007
"403","28135","119","0","5968",Polkton,,199.396782841823,2916374106.84241,475980.429437206
"404","28137","84","0","3843",Richfield,,218.579234972678,1223676252.05975,291589.496037827
"405","28138","170","4","11659",Rockwell,,145.810103782486,1278406256.12445,357387.534646104
"406","28139","390","16","20134",Rutherfordton,,193.702195291547,5078697342.95056,674832.691106946
"407","28144","745","33","25846",Salisbury,,288.245763367639,867982991.287292,279505.654446658
"408","28146","588","10","30382",Salisbury,,193.535646106247,3012969418.7887,452196.720325258
"409","28147","959","42","26204",Salisbury,,365.974660357197,2146390330.37,312495.471896358
"410","28150","724","29","29296",Shelby,,247.132714363736,3159764942.52783,579453.815714684
"411","28152","530","6","26078",Shelby,,203.236444512616,2247420971.2251,304211.560780765
"412","28159","75","0","3126",Spencer,,239.923224568138,51886096.1330566,42602.5220628392
"413","28160","95","2","4015",Spindale,,236.612702366127,170326604.450989,70799.3749654705
"414","28163","71","0","5814",Stanfield,,122.119023047816,970276414.142883,191731.821086023
"415","28164","245","3","15447",Stanley,,158.606849226387,1144736813.58362,324856.854746788
"416","28166","135","1","9868",Troutman,,136.805837049047,911716953.816406,217041.310552798
"417","28167","32","1","2418",Union Mills,,132.340777502068,1934997992.23633,347927.953502144
"418","28168","231","4","10437",Vale,,221.327967806841,2469130589.68384,340004.345415379
"419","28170","305","5","12494",Wadesboro,,244.117176244597,5053183842.2157,655726.472285971
"420","28173","1007","5","63837",Waxhaw,,157.745508090919,3045162637.21796,318858.064536165
"421","28174","302","2","9287",Wingate,,325.185743512437,985461754.807983,246986.820118662
"422","28202","457","0","16755",Charlotte,,272.754401671143,50452583.9099121,34485.9053855683
"423","28203","512","2","19070",Charlotte,,268.484530676455,91001089.479126,54761.2733662689
"424","28204","282","3","8738",Charlotte,,322.728313115129,48899100.5548096,40761.7265321132
"425","28205","1659","29","51821",Charlotte,,320.140483587735,335820474.82135,104910.810677792
"426","28206","363","2","15244",Charlotte,,238.126475990554,182577260.697876,71458.050216539
"427","28207","210","1","9761",Charlotte,,215.141891199672,68333859.7921753,36157.3958026361
"428","28208","1269","11","39944",Charlotte,,317.694772681754,595973347.5495,157267.598078636
"429","28209","594","5","26012",Charlotte,,228.356143318468,157335764.525879,72359.4847682198
"430","28210","1422","19","44704",Charlotte,,318.092340730136,342547124.476257,112745.958411282
"431","28211","673","28","31253",Charlotte,,215.339327424567,292827786.05603,102838.759144167
"432","28212","1846","21","42744",Charlotte,,431.873479318735,237710291.866211,96077.3791004252
"433","28213","1609","18","45338",Charlotte,,354.889937800521,412614569.613403,162252.089416931
"434","28214","1166","7","41208",Charlotte,,282.954766064842,965554836.030151,224926.880987091
"435","28215","2189","20","60256",Charlotte,,363.283324482209,782010510.903748,222976.412140327
"436","28216","1502","16","58744",Charlotte,,255.68568704889,857978895.941772,184761.316525275
"437","28217","1514","6","30875",Charlotte,,490.364372469636,428067925.271423,132462.900799897
"438","28223","5","0","2941",Charlotte,,17.0010200612037,16745950.1914673,34959.7943637767
"439","28226","801","13","40227",Charlotte,,199.119994033858,430471271.22644,131097.087702525
"440","28227","1664","16","57319",Charlotte,,290.305134423141,1173416755.00244,297066.255269002
"441","28262","1023","13","43683",Charlotte,,234.18721241673,593648477.600464,159979.41236041
"442","28269","1779","19","81464",Charlotte,,218.378670332908,840640266.840637,192155.045229048
"443","28270","456","6","34753",Charlotte,,131.211693954479,345778417.622314,161555.486865571
"444","28273","1332","18","40544",Charlotte,,328.531965272297,614626385.142517,192801.276498243
"445","28277","1032","9","72020",Charlotte,,143.293529575118,675381884.726379,144850.675101077
"446","28278","626","2","32539",Charlotte,,192.38452318756,902762098.137573,246465.469761239
"447","28301","497","27","17717",Fayetteville,,280.521532990913,348717238.9104,130217.445212828
"448","28303","405","4","34600",Fayetteville,,117.052023121387,540160738.043701,179304.154504403
"449","28304","655","12","39651",Fayetteville,,165.191294040503,491742944.185852,186465.416198877
"450","28305","93","2","5010",Fayetteville,,185.62874251497,69895111.336731,49443.8950343603
"451","28306","693","5","42565",Fayetteville,,162.809820274874,2090603260.31519,562860.488861907
"452","28307","119","0","15486",Fort Bragg,,76.8436006715743,174879596.356018,92732.9092032322
"453","28308","0","0","737",Pope Army Airfield,,0,90374263.7665405,45243.1542141805
"454","28310","248","0","8861",Fort Bragg,,279.878117593951,506286340.902344,200733.090413706
"455","28311","625","4","36046",Fayetteville,,173.389557787272,1336136656.04889,240844.864072535
"456","28312","296","3","18419",Fayetteville,,160.703621260655,4341373681.0871,556260.336471475
"457","28314","884","9","53642",Fayetteville,,164.796241750867,816473670.87677,185615.29020179
"458","28315","268","3","13329",Aberdeen,,201.065346237527,2049308469.85626,494397.056686911
"459","28318","72","1","4579",Autryville,,157.239571958943,2217851356.83313,372935.466158955
"460","28320","141","1","9381",Bladenboro,,150.303805564439,3248490168.58801,381864.201698899
"461","28323","66","0","4578",Bunnlevel,,144.167758846658,1112191308.33496,301931.807656215
"462","28326","274","2","22382",Cameron,,122.419801626307,3242119864.63824,488036.1730633
"463","28327","239","2","18273",Carthage,,130.794067750233,5396542091.08795,586939.342565835
"464","28328","1178","18","26951",Clinton,,437.089532855924,6810728499.67102,657248.933701038
"465","28333","411","9","10709",Dudley,,383.789336072462,1249687746.85376,213915.020571421
"466","28334","641","5","26215",Dunn,,244.51649818806,4497238669.98419,544402.158241248
"467","28337","286","7","11927",Elizabethtown,,239.792068416199,5069041872.41577,577770.225904475
"468","28338","108","2","4804",Ellerbe,,224.8126561199,3935542448.08881,492508.044174153
"469","28339","148","3","7226",Erwin,,204.815942430113,1064553458.41333,310656.999787592
"470","28340","427","19","10738",Fairmont,,397.653194263364,3757196814.59872,450516.228420329
"471","28341","232","2","5080",Faison,,456.692913385827,2787115249.34564,421094.619116887
"472","28343","39","0","1567",Gibson,,248.88321633695,458723474.164063,106909.663733147
"473","28344","111","1","3814",Godwin,,291.033036182486,1128755315.22852,269142.265002464
"474","28345","282","6","12656",Hamlet,,222.819216182048,2126402412.95966,332606.523883072
"475","28347","72","0","1826",Hoffman,,394.304490690033,747268691.675964,194334.44204749
"476","28348","631","6","36052",Hope Mills,,175.024963940974,1166315651.14276,329846.853315969
"477","28349","160","12","3955",Kenansville,,404.551201011378,1959246504.78113,326624.538750416
"478","28350","8","0","70",Lakeview,,1142.85714285714,7876659.25891113,11657.1581787366
"479","28351","93","0","5269",Laurel Hill,,176.504080470678,1788599136.13666,386362.394376361
"480","28352","984","12","25298",Laurinburg,,388.96355443118,3264782876.16284,438869.872406896
"481","28356","70","3","4914",Linden,,142.450142450142,1497885580.84283,286294.988335977
"482","28357","67","1","3224",Lumber Bridge,,207.816377171216,998095899.747498,200973.924425577
"483","28358","1286","26","38517",Lumberton,,333.878547135031,5499536726.32037,504386.804277589
"484","28360","501","6","14944",Lumberton,,335.251605995717,1985862696.58282,363920.117329658
"485","28363","32","1","1079",Marston,,296.570898980538,1736455559.11224,383927.716730152
"486","28364","418","6","15170",Maxton,,275.543836519446,3845135736.01221,464303.223304611
"487","28365","657","19","17063",Mount Olive,,385.043661724199,5449867058.99634,617077.136427741
"488","28366","184","2","5153",Newton Grove,,357.073549388706,2293381130.24042,414618.719505341
"489","28369","52","1","2241",Orrum,,232.039268183847,1800121585.61136,401393.305842191
"490","28371","126","3","7085",Parkton,,177.840508115737,1005950088.08063,229991.086519014
"491","28372","506","4","15254",Pembroke,,331.716271141996,1147770145.91595,255857.280522167
"492","28373","47","1","2552",Pinebluff,,184.169278996865,460329066.992676,140223.621385681
"493","28374","255","8","18171",Pinehurst,,140.333498431567,609888351.153748,186776.563275303
"494","28375",,,"155",Proctorville,Population <500 and Cases <5,,16154829.5779114,21293.1141646593
"495","28376","977","14","43831",Raeford,,222.901599324679,8255601209.37079,618028.253174215
"496","28377","491","12","13036",Red Springs,,376.649278919914,2872865768.25568,446034.002241504
"497","28379","541","9","25804",Rockingham,,209.657417454658,4156662320.34821,486165.084209016
"498","28382","157","0","8006",Roseboro,,196.102922807894,3525739741.42773,652666.741452106
"499","28383","240","2","7713",Rowland,,311.162971606379,2904453853.97415,460017.981876533
"500","28384","467","4","12414",Saint Pauls,,376.188174641534,2850567240.80182,480450.415018018
"501","28385","63","0","3005",Salemburg,,209.650582362729,1040463355.97156,321938.125650219
"502","28386","324","6","6068",Shannon,,533.94858272907,1134602512.8537,354913.796549299
"503","28387","256","6","17139",Southern Pines,,149.366940895035,810260751.658813,181010.127281146
"504","28390","319","6","23494",Spring Lake,,135.779347918618,1630867413.08136,287302.836124697
"505","28391","76","0","5326",Stedman,,142.696207285017,1084470955.12604,202263.555324582
"506","28392","62","1","1554",Tar Heel,,398.970398970399,925384379.987671,187529.786563955
"507","28393","78","1","2160",Turkey,,361.111111111111,1437383838.7915,233550.655699493
"508","28394","69","2","6094",Vass,,113.226124056449,1215312777.16113,300186.221923817
"509","28395","39","0","2657",Wade,,146.782085058336,1382105528.22943,246616.208913961
"510","28396","65","2","2679",Wagram,,242.627846211273,1631714382.90094,330475.243709585
"511","28398","342","9","7672",Warsaw,,445.77685088634,2739435952.33466,345606.723026117
"512","28399","69","1","1934",White Oak,,356.773526370217,2338498223.40869,308489.981388208
"513","28401","474","8","24213",Wilmington,,195.762606864081,925590291.269562,302995.405207511
"514","28403","1136","3","41945",Wilmington,,270.830849922518,403456249.54361,135103.298695973
"515","28405","635","3","33719",Wilmington,,188.321124588511,694443662.189972,212896.044608315
"516","28409","517","6","34974",Wilmington,,147.824097901298,678530052.059952,626246.018361276
"517","28411","564","5","38820",Wilmington,,145.285935085008,1477023573.08954,591854.549770877
"518","28412","620","6","42977",Wilmington,,144.263210554483,635947452.301941,245813.217862995
"519","28420","102","1","5116",Ash,,199.374511336982,4030119174.4476,622951.504256467
"520","28421","19","0","2040",Atkinson,,93.1372549019608,1701084244.28595,246250.995159075
"521","28422","102","7","8682",Bolivia,,117.484450587422,2520456183.00197,406510.949073508
"522","28423","54","1","2285",Bolton,,236.323851203501,4327886518.67657,560706.23791653
"523","28425","228","4","12625",Burgaw,,180.594059405941,4872852970.19843,522799.098840263
"524","28428","111","0","7142",Carolina Beach,,155.418650238029,153392950.326767,131890.839899376
"525","28429","105","0","8542",Castle Hayne,,122.922032310934,1146009267.92944,244578.64538817
"526","28430","38","1","2055",Cerro Gordo,,184.914841849148,1294763521.80133,235369.368885516
"527","28431","183","8","6741",Chadbourn,,271.473075211393,2019287633.59152,414968.282140326
"528","28432","53","2","1684",Clarendon,,314.726840855107,913029717.719559,381140.327621417
"529","28433","90","0","5297",Clarkton,,169.907494808382,3257754219.81824,497145.128049416
"530","28434","18","0","1357",Council,,132.645541635962,2209417286.23001,262045.947095385
"531","28435","29","0","2931",Currie,,98.9423404981235,2746865502.37314,418800.327512466
"532","28436","42","0","2312",Delco,,181.660899653979,1250613651.60083,304067.898737589
"533","28438","30","1","1688",Evergreen,,177.725118483412,1324758692.31961,354385.951020837
"534","28439","46","4","1536",Fair Bluff,,299.479166666667,667490225.496307,213264.007900786
"535","28441","101","3","3328",Garland,,303.485576923077,3774857745.4223,555550.533903292
"536","28442","53","1","1734",Hallsboro,,305.651672433679,1395074837.14975,336354.405393145
"537","28443","311","1","22483",Hampstead,,138.326735755904,4337834719.99771,560208.032392264
"538","28444","101","0","2278",Harrells,,443.371378402107,3251010335.70935,548979.732892781
"539","28445","102","1","8142",Holly Ridge,,125.276344878408,2835470197.40424,676482.174744674
"540","28447","76","0","1334",Ivanhoe,,569.715142428786,2755654733.91089,442226.920323366
"541","28448","20","1","1216",Kelly,,164.473684210526,2360585218.26868,400674.523076971
"542","28449","22","0","1958",Kure Beach,,112.359550561798,112229003.875305,80695.004584803
"543","28450","68","6","2397",Lake Waccamaw,,283.687943262411,1482484363.39343,277199.450521116
"544","28451","470","3","39194",Leland,,119.916313721488,5322314275.71591,771852.448618023
"545","28452","18","0","513",Longwood,,350.877192982456,201031402.998276,76626.878203892
"546","28453","306","6","4137",Magnolia,,739.666424945613,2286467269.94287,428957.863476439
"547","28454","24","0","3549",Maple Hill,,67.6246830092984,3064407818.25446,319144.850869927
"548","28455","50","2","1718",Nakina,,291.036088474971,1802269564.75485,339624.478895421
"549","28456","108","1","3566",Riegelwood,,302.860347728547,1872158645.14374,368901.622022321
"550","28457","225","2","12840",Rocky Point,,175.233644859813,3397895880.78387,551931.996451502
"551","28458","309","6","7018",Rose Hill,,440.296380735252,3025757032.09851,549753.327973728
"552","28460","160","1","10588",Sneads Ferry,,151.114469210427,868820245.916626,505270.66774661
"553","28461","149","2","20575",Southport,,72.4179829890644,2976816159.44659,699193.3729383
"554","28462","174","5","14309",Supply,,121.601789083793,3173815797.17624,578042.071238933
"555","28463","281","17","9865",Tabor City,,284.845413076533,3441446535.6745,489113.866817469
"556","28464","111","2","2491",Teachey,,445.604175030108,651873569.02948,216752.818849917
"557","28465","59","0","8285",Oak Island,,71.2130356065178,278142792.540329,260764.452809295
"558","28466","381","7","10375",Wallace,,367.228915662651,4134830722.40503,646652.750223625
"559","28467","144","3","11393",Calabash,,126.393399455806,478052225.035095,182374.085490172
"560","28468","56","0","5394",Sunset Beach,,103.819058212829,561581539.026329,281339.504069841
"561","28469","100","2","7481",Ocean Isle Beach,,133.671968988103,718539224.77166,397460.188245044
"562","28470","213","3","13446",Shallotte,,158.411423471664,1182514664.27979,362760.617388835
"563","28472","432","14","20002",Whiteville,,215.978402159784,5336860792.21823,836470.753006454
"564","28478","108","0","4976",Willard,,217.041800643087,3641064446.79327,420805.470689162
"565","28479","75","1","4874",Winnabow,,153.87771850636,2117768058.25922,493774.783138492
"566","28480","96","0","2737",Wrightsville Beach,,350.748995250274,105606171.513519,198146.556810674
"567","28501","271","6","19507",Kinston,,138.924488645102,2991635337.302,625626.15035165
"568","28504","417","18","21016",Kinston,,198.420251237153,3402165916.96191,527051.926248194
"569","28508","115","2","2984",Albertson,,385.388739946381,979966062.858154,216402.11543394
"570","28510","15","0","1543",Arapahoe,,97.2132209980557,492605022.366577,160146.449017413
"571","28511","2","0","628",Atlantic,,31.8471337579618,664520864.566406,632922.312503468
"572","28512","21","1","3689",Atlantic Beach,,56.9259962049336,159414908.561523,282548.210087653
"573","28513","213","1","10825",Ayden,,196.766743648961,2611479123.85803,477095.460669019
"574","28515","146","2","3463",Bayboro,,421.599768986428,1758589825.68518,437586.784820445
"575","28516","99","3","12482",Beaufort,,79.314212465951,3384236686.76337,1001596.71803034
"576","28518","203","3","8803",Beulaville,,230.603203453368,2702594658.36359,473932.945095065
"577","28519","5","0","328",Bridgeton,,152.439024390244,3782179.40026855,11964.2990373982
"578","28520",,,"352",Cedar Island,Population <500 and Cases <5,,633116579.775757,427477.052966737
"579","28521","51","2","2259",Chinquapin,,225.763612217796,984336924.154663,232445.955683395
"580","28523","48","2","2274",Cove City,,211.081794195251,2247611957.06177,297516.586083844
"581","28524",,,"443",Davis,Population <500 and Cases <5,,547256692.822876,860357.358716607
"582","28525","46","1","3309",Deep Run,,139.014808099124,1368793733.10339,260376.07892082
"583","28526","30","0","2384",Dover,,125.838926174497,2062614072.29626,437910.466683838
"584","28527","10","0","905",Ernul,,110.497237569061,1145978492.04919,209684.397786102
"585","28528","0","0","640",Gloucester,,0,74196560.923584,79933.9347539672
"586","28529","55","0","2539",Grantsboro,,216.620716817645,2523317524.60889,412017.089612736
"587","28530","133","1","7474",Grifton,,177.950227455178,1906098626.48975,426610.065184872
"588","28531","7","0","1414",Harkers Island,,49.5049504950495,96666650.4205933,159397.370996394
"589","28532","207","3","25868",Havelock,,80.0216483686408,5072028576.29651,874966.498361209
"590","28533","11","0","0",Cherry Point,,,253735788.170532,192645.367219711
"591","28537",,,"186",Hobucken,Population <500 and Cases <5,,891999129.25647,352204.851723086
"592","28538","66","0","3342",Hookerton,,197.486535008977,837514346.679443,167225.326393657
"593","28539","158","2","18000",Hubert,,87.7777777777778,2158531628.89203,965472.416809674
"594","28540","553","8","52400",Jacksonville,,105.534351145038,3283488394.35052,547729.060516664
"595","28542","89","0","6146",Camp Lejeune,,144.809632281158,1137151211.30426,554417.951637184
"596","28543","40","2","6618",Tarawa Terrace,,60.4412209126624,101812905.851257,81799.9494086723
"597","28544","62","2","5607",Midway Park,,110.576065632245,155759986.503357,92182.0384683424
"598","28545","15","0","4010",Mccutcheon Field,,37.4064837905237,145247654.855835,101700.276162633
"599","28546","515","4","51963",Jacksonville,,99.1089813906049,2766403023.01086,429757.095409677
"600","28547","232","0","13868",Camp Lejeune,,167.291606576291,321351155.112183,125030.1108688
"601","28551","314","6","14265",La Grange,,220.119172800561,3578620059.57935,402405.541085344
"602","28552",,,"131",Lowland,Population <500 and Cases <5,,211084218.553589,104037.967496467
"603","28553","3","0","522",Marshallberg,,57.4712643678161,44093630.395752,64625.7950525978
"604","28555","47","0","4702",Maysville,,99.9574649085496,3623337430.05573,600372.548840717
"605","28556","4","0","1150",Merritt,,34.7826086956522,1139666751.30212,394317.853497314
"606","28557","186","0","15254",Morehead City,,121.935230103579,400526127.961975,291647.007459014
"607","28560","548","21","28926",New Bern,,189.448938671092,3309199654.78784,1030041.14449326
"608","28561","7","0","0",New Bern,,,195198.709350586,2618.49962886206
"609","28562","638","12","38009",New Bern,,167.854981714857,3853792240.20764,1071472.47820273
"610","28570","272","1","22687",Newport,,119.892449420373,4050945831.7467,612371.091717979
"611","28571","19","0","3137",Oriental,,60.5674211029646,1482289449.53186,353024.47769856
"612","28572","128","3","6379",Pink Hill,,200.658410409155,3042675125.74115,395176.694907307
"613","28573","71","12","2475",Pollocksville,,286.868686868687,3035889883.2348,360117.83631843
"614","28574","241","4","17702",Richlands,,136.142808722178,3868294357.7301,523654.71280993
"615","28577","6","0","595",Sealevel,,100.840336134454,131607264.267456,82049.6590834025
"616","28578","261","3","7044",Seven Springs,,370.528109028961,1837860745.29797,304549.150963809
"617","28579","7","0","798",Smyrna,,87.719298245614,633080494.557556,233023.142000653
"618","28580","299","5","12031",Snow Hill,,248.524644667941,3261656823.56982,373362.024423985
"619","28581",,,"224",Stacy,Population <500 and Cases <5,,2404669972.88318,703346.462367876
"620","28582","8","0","1824",Stella,,43.859649122807,566119411.242798,233745.537488707
"621","28583",,,"0",Stonewall,Population <500 and Cases <5,,596710.740722656,3607.20989795631
"622","28584","117","0","12910",Swansboro,,90.6274206041828,870417864.570801,630505.524420815
"623","28585","47","2","4170",Trenton,,112.709832134293,5857263271.9624,616313.550954669
"624","28586","280","1","8427",Vanceboro,,332.265337605316,3798727344.79224,393188.365406213
"625","28587",,,"324",Vandemere,Population <500 and Cases <5,,250612018.426636,182903.197478108
"626","28590","575","6","26551",Winterville,,216.564347858838,1153236268.85608,260797.112041444
"627","28594","56","0","3678",Emerald Isle,,152.256661228929,161880563.377441,206007.39513627
"628","28601","1057","15","49848",Hickory,,212.04461563152,1378207425.05768,365850.750506082
"629","28602","653","21","31218",Hickory,,209.17419437504,1938678919.97003,319569.803956005
"630","28604","50","0","6449",Banner Elk,,77.5314002170879,1915326545.24634,325836.980718489
"631","28605","32","0","4143",Blowing Rock,,77.2387159063481,895784503.144714,248689.345104092
"632","28606","30","0","2367",Boomer,,126.742712294043,1247639586.18042,214129.251492026
"633","28607","656","1","37481",Boone,,175.022011152317,2776057252.95807,555835.87368089
"634","28609","94","0","6457",Catawba,,145.578442000929,1341728385.28827,281255.134101197
"635","28610","165","1","10238",Claremont,,161.164289900371,1121879522.66571,308096.881521473
"636","28611","18","0","978",Collettsville,,184.049079754601,2483135872.03735,419111.187381629
"637","28612","217","11","14906",Connelly Springs,,145.578961492017,2400642845.42798,441028.943696581
"638","28613","520","8","25216",Conover,,206.218274111675,1220326345.78546,362168.639637895
"639","28615","23","0","1883",Creston,,122.145512480085,1868599532.61511,272770.247470023
"640","28617","35","0","2451",Crumpler,,142.798857609139,986888820.641235,263906.737953269
"641","28618","26","0","2480",Deep Gap,,104.838709677419,1010729766.2395,224128.286954044
"642","28621","263","10","10400",Elkin,,252.884615384615,1827310682.30029,492431.108964796
"643","28622","31","0","2638",Elk Park,,117.51326762699,922706854.79248,228052.883765708
"644","28623","38","0","1716",Ennice,,221.445221445221,790959225.749146,176648.995975267
"645","28624","36","1","1893",Ferguson,,190.174326465927,1893859856.27216,280305.359064925
"646","28625","776","16","38862",Statesville,,199.680922237661,5528677082.18164,627405.10903711
"647","28626","13","0","3001",Fleetwood,,43.3188937020993,819063990.876587,148645.734339712
"648","28627","8","0","1534",Glade Valley,,52.1512385919166,929851696.585571,229623.659776181
"649","28629",,,"63",Glendale Springs,Population <500 and Cases <5,,18113919.8492432,19773.9407564207
"650","28630","439","6","20369",Granite Falls,,215.523589768766,1749206123.14734,364175.180926025
"651","28631","22","0","536",Grassy Creek,,410.44776119403,666742006.060913,167245.211138671
"652","28634","89","1","5269",Harmony,,168.9125071171,1708637469.52393,380041.00063272
"653","28635","55","3","4032",Hays,,136.40873015873,1589254753.84888,282956.554467362
"654","28636","85","4","5186",Hiddenite,,163.902815271886,1563401720.00476,343683.132287545
"655","28637","37","0","1583",Hildebran,,233.733417561592,75804105.8025513,39679.7431148789
"656","28638","248","0","12560",Hudson,,197.452229299363,586195125.955933,179942.259882133
"657","28640","37","0","4805",Jefferson,,77.003121748179,1056537388.6748,302637.68949569
"658","28642","108","2","5578",Jonesville,,193.617784152026,922184812.2677,173376.666314256
"659","28643","21","0","3443",Lansing,,60.9933197792623,2044042930.41492,275858.107391137
"660","28644","9","0","1570",Laurel Springs,,57.3248407643312,2045165288.09131,297831.475142139
"661","28645","940","12","47621",Lenoir,,197.391906931816,9179149391.98291,930216.037146458
"662","28646","14","0","463",Linville,,302.375809935205,440709602.757813,156576.175660301
"663","28649","11","0","1034",Mc Grady,,106.382978723404,1036137984.80469,190682.670149615
