Shape__Length,OBJECTID,Deaths,TotalPop,ZIPCode,Note,Shape__Area,Place,Cases
311632.1575,99,0,5820,27341,,2678433259,Seagrove,12
473833.6435,110,0,7778,27371,,4076136455,Troy,12
80148.16168,119,0,17406,27408,,221403500.5,Greensboro,12
304535.6437,238,0,9031,27828,,1954373170,Farmville,12
378850.128,279,1,4361,27883,,2149873597,Stantonsburg,12
255857.2805,491,0,15254,28372,,1147770146,Pembroke,12
652666.7415,498,0,8006,28382,,3525739741,Roseboro,12
233550.6557,507,0,2160,28393,,1437383839,Turkey,12
252536.4328,676,0,3133,28669,,1299426384,Roaring River,12
450946.9858,708,0,18650,28716,,4450693739,Canton,12
586826.3245,775,1,20296,28906,,9849733400,Murphy,12
403203.611,31,0,10061,27052,,2710320220,Walnut Cove,11
313917.5506,173,0,8984,27569,,2107084821,Princeton,11
326956.7196,181,0,7012,27583,,1327957319,Timberlake,11
301866.1367,396,1,7015,28124,,1620148303,Mount Pleasant,11
386362.3944,479,0,5269,28351,,1788599136,Laurel Hill,11
235369.3689,526,0,2055,28430,,1294763522,Cerro Gordo,11
216752.8188,556,0,2491,28464,,651873569,Teachey,11
167245.2111,651,0,536,28631,,666742006.1,Grassy Creek,11
380041.0006,652,0,5269,28634,,1708637470,Harmony,11
282956.5545,653,0,4032,28635,,1589254754,Hays,11
379169.2852,6,0,6495,27013,,2066336248,Cleveland,10
324969.0928,49,1,11747,27214,,1414533236,Browns Summit,10
203597.604,80,0,5254,27299,,822543412.3,Linwood,10
426306.5586,84,0,5945,27306,,5305900335,Mount Gilead,10
323017.1761,107,1,15960,27358,,1557557662,Summerfield,10
530912.577,146,0,13532,27524,,3831785223,Four Oaks,10
691755.4525,177,0,15232,27574,,5527133817,Roxboro,10
427031.578,219,0,3769,27805,,3260348789,Aulander,10
246550.6214,259,1,6105,27855,,1379257056,Murfreesboro,10
187529.7866,506,1,1554,28392,,925384380,Tar Heel,10
213264.0079,534,1,1536,28439,,667490225.5,Fair Bluff,10
699193.3729,553,1,20575,28461,,2976816159,Southport,10
52681.83637,717,1,3477,28726,,62782212.33,East Flat Rock,10
216401.9826,768,0,23302,28804,,818376430.4,Asheville,10
312686.8778,64,0,7740,27258,,473631125.3,Haw River,9
246183.0537,128,0,7222,27503,,1054708975,Bahama,9
274076.284,250,0,3039,27844,,1251113402,Hollister,9
268041.9515,257,0,3454,27852,,1418996206,Macclesfield,9
404465.3581,278,0,7927,27882,,2721376126,Spring Hope,9
386215.8457,334,3,3214,27970,,3979984914,Roper,9
449440.1079,385,0,11346,28103,,4253866561,Marshville,9
347927.9535,417,0,2418,28167,,1934997992,Union Mills,9
310656.9998,469,0,7226,28339,,1064553458,Erwin,9
308489.9814,512,1,1934,28399,,2338498223,White Oak,9
560706.2379,522,0,2285,28423,,4327886519,Bolton,9
676482.1747,539,0,8142,28445,,2835470197,Holly Ridge,9
523654.7128,614,0,17702,28574,,3868294358,Richlands,9
393188.3654,624,0,8427,28586,,3798727345,Vanceboro,9
555835.8737,633,0,37481,28607,,2776057253,Boone,9
448908.606,743,0,8493,28761,,3254647048,Nebo,9
319219.0207,760,0,21837,28786,,2130537928,Waynesville,9
395674.1807,24,0,6442,27043,,1935795027,Pinnacle,8
215638.109,46,0,1691,27208,,1029479783,Bennett,8
287107.5373,81,2,10019,27301,,900133716.7,Mc Leansville,8
348288.3799,105,1,3513,27356,,1815293543,Star,8
414140.5505,265,0,12670,27863,,1822358484,Pikeville,8
551887.6187,286,1,5011,27891,,3802342458,Whitakers,8
258895.733,326,0,12061,27958,,2191273227,Moyock,8
586939.3426,463,0,18273,28327,,5396542091,Carthage,8
321938.1257,501,0,3005,28385,,1040463356,Salemburg,8
505270.6677,552,1,10588,28460,,868820245.9,Sneads Ferry,8
260764.4528,557,0,8285,28465,,278142792.5,Oak Island,8
1001596.718,575,2,12482,28516,,3384236687,Beaufort,8
213466.6102,691,0,9427,28690,,668624773,Valdese,8
390005.5798,757,0,6512,28782,,1239852111,Tryon,8
66531.40003,766,0,16782,28801,,142991050.1,Asheville,8
468723.5967,17,0,11117,27025,,2714649364,Madison,7
205025.7737,21,0,13150,27040,,763349953.5,Pfafftown,7
311755.1442,58,0,4665,27243,,1142332751,Efland,7
397477.6119,61,0,13355,27249,,1679803775,Gibsonville,7
320932.3333,111,0,9884,27376,,1781050002,West End,7
294058.8877,145,0,12782,27523,,1210964088,Apex,7
366253.3482,159,1,10043,27542,,2499059670,Kenly,7
626837.2179,183,0,8312,27589,,4790731001,Warrenton,7
266050.5992,221,0,6940,27807,,1393278092,Bailey,7
301522.0728,240,1,4858,27830,,1661392632,Fremont,7
296487.5816,320,0,7235,27949,,426732703.7,Kitty Hawk,7
250943.5132,388,0,8210,28107,,1388640520,Midland,7
298425.6482,394,0,3034,28119,,1970357678,Morven,7
475980.4294,403,0,5968,28135,,2916374107,Polkton,7
381864.2017,460,0,9381,28320,,3248490169,Bladenboro,7
181010.1273,503,2,17139,28387,,810260751.7,Southern Pines,7
555550.5339,535,0,3328,28441,,3774857745,Garland,7
420805.4707,564,0,4976,28478,,3641064447,Willard,7
260376.0789,582,0,3309,28525,,1368793733,Deep Run,7
167225.3264,592,0,3342,28538,,837514346.7,Hookerton,7
173376.6663,658,0,5578,28642,,922184812.3,Jonesville,7
325454.7667,28,0,8902,27048,,2355000804,Stoneville,6
220926.1472,62,1,2264,27252,,1142470673,Goldston,6
161239.5188,73,0,2982,27283,,711286368.9,Julian,6
140986.043,85,1,8562,27310,,526240082.1,Oak Ridge,6
409075.8953,94,0,7676,27325,,2401051783,Robbins,6
422550.6651,113,0,6057,27379,,2663338770,Yanceyville,6
174373.2997,143,0,7149,27521,,721041350.2,Coats,6
246789.1019,180,0,3956,27581,,1038615854,Stem,6
55583.7468,195,0,11603,27608,,91889809.96,Raleigh,6
369102.7328,241,0,3588,27831,,1733783752,Garysburg,6
462288.0041,244,0,6506,27837,,1710764547,Grimesland,6
348064.1175,363,0,8270,28040,,1773879551,Ellenboro,6
240845.709,374,0,8157,28080,,1095921164,Iron Station,6
346437.8711,391,0,9034,28114,,1900066101,Mooresboro,6
372935.4662,459,0,4579,28318,,2217851357,Autryville,6
622951.5043,519,0,5116,28420,,4030119174,Ash,6
497145.128,529,0,5297,28433,,3257754220,Clarkton,6
262045.9471,530,0,1357,28434,,2209417286,Council,6
397880.2184,680,0,6805,28675,,2977111226,Sparta,6
538818.933,706,0,17066,28714,,7287599938,Burnsville,6
506970.1613,711,0,6945,28719,,6313532002,Cherokee,6
371441.8906,714,0,6854,28722,,1330435891,Columbus,6
359587.5475,95,0,3692,27326,,1884156537,Ruffin,5
381750.4906,102,0,5850,27349,,1831279533,Snow Camp,5
322022.5037,160,0,4291,27544,,1645813165,Kittrell,5
217969.5618,165,0,2030,27553,,1245206626,Manson,5
338861.3423,167,0,9214,27557,,2046463550,Middlesex,5
265580.5784,253,0,1071,27847,,1048559306,Kelford,5
570792.3985,255,0,7413,27850,,5554617535,Littleton,5
286123.2215,275,0,1290,27876,,1161065802,Seaboard,5
822613.1336,302,0,4164,27925,,9421043777,Columbia,5
290137.7409,310,0,4253,27937,,2407949125,Gates,5
219570.399,325,0,1419,27957,,1345289023,Merry Hill,5
468359.8247,327,1,2451,27959,,464337538.2,Nags Head,5
458218.9635,379,1,8506,28090,,2661358061,Lawndale,5
282114.6748,399,0,8098,28128,,2054286113,Norwood,5
217041.3106,416,0,9868,28166,,911716953.8,Troutman,5
49443.89503,450,1,5010,28305,,69895111.34,Fayetteville,5
492508.0442,468,0,4804,28338,,3935542448,Ellerbe,5
300186.2219,508,0,6094,28394,,1215312777,Vass,5
330475.2437,510,0,2679,28396,,1631714383,Wagram,5
406510.9491,521,0,8682,28422,,2520456183,Bolivia,5
131890.8399,524,0,7142,28428,,153392950.3,Carolina Beach,5
354385.951,533,0,1688,28438,,1324758692,Evergreen,5
362760.6174,562,0,13446,28470,,1182514664,Shallotte,5
125030.1109,600,0,13868,28547,,321351155.1,Camp Lejeune,5
280305.3591,645,0,1893,28624,,1893859856,Ferguson,5
377336.6493,664,0,13374,28650,,1278104496,Maiden,5
257469.4782,677,0,3183,28670,,1123975912,Ronda,5
215086.9393,689,0,1908,28685,,1296786089,Traphill,5
304792.2477,690,0,1662,28689,,1218398002,Union Grove,5
359387.2765,740,0,4770,28756,,2319967191,Mill Spring,5
337936.0384,761,0,20681,28787,,2146776658,Weaverville,5
278411.4848,16,0,2683,27024,,1265827411,Lowgap,4
479969.7246,71,0,3710,27281,,2095606802,Jackson Springs,4
266873.3575,131,0,2053,27507,,1354883650,Bullock,4
94251.92647,174,0,7385,27571,,149121249.2,Rolesville,4
26465.27007,192,0,5253,27605,,26954475.79,Raleigh,4
441922.2515,229,0,7777,27817,,3011254799,Chocowinity,4
425091.5416,273,0,4766,27874,,3988089595,Scotland Neck,4
260588.4474,283,0,2803,27888,,1661899290,Walstonburg,4
88214.51422,285,0,2398,27890,,250295126.2,Weldon,4
433562.154,350,0,5943,28018,,2694770405,Bostic,4
52885.32566,378,0,3059,28088,,72787169.96,Landis,4
219035.0344,400,0,6031,28129,,1226619927,Oakboro,4
301931.8077,461,0,4578,28323,,1112191308,Bunnlevel,4
286294.9883,481,1,4914,28356,,1497885581,Linden,4
381140.3276,528,0,1684,28432,,913029717.7,Clarendon,4
182374.0855,559,1,11393,28467,,478052225,Calabash,4
198146.5568,566,0,2737,28480,,105606171.5,Wrightsville Beach,4
232445.9557,579,0,2259,28521,,984336924.2,Chinquapin,4
412017.0896,586,0,2539,28529,,2523317525,Grantsboro,4
965472.4168,593,0,18000,28539,,2158531629,Hubert,4
554417.9516,595,0,6146,28542,,1137151211,Camp Lejeune,4
630505.5244,622,0,12910,28584,,870417864.6,Swansboro,4
281255.1341,634,0,6457,28609,,1341728385,Catawba,4
39679.74311,655,0,1583,28637,,75804105.8,Hildebran,4
302637.6895,657,0,4805,28640,,1056537389,Jefferson,4
224297.7441,671,0,2336,28660,,892135691.6,Olin,4
248402.6054,679,0,6621,28673,,852092289.8,Sherrills Ford,4
607196.2893,704,0,19644,28712,,3743370041,Brevard,4
521400.9044,715,0,11678,28723,,2829089768,Cullowhee,4
680710.0346,723,1,28423,28734,,8413329788,Franklin,4
391601.8848,727,0,2123,28740,,2560353452,Green Mountain,4
433742.5427,734,1,12684,28748,,2568900770,Leicester,4
332780.6844,753,0,10391,28777,,1968811938,Spruce Pine,4
269002.2441,774,0,3548,28905,,1058320724,Marble,4
93465.85547,211,0,4,27709,Population <500 and Cases <5,166810196.9,Durham,3
113971.2436,23,0,720,27042,,290758639.1,Pine Hall,3
399696.3401,59,0,16259,27244,,1541989025,Elon,3
114289.9024,132,0,2340,27508,,312599782.3,Bunn,3
397658.6172,175,0,7316,27572,,3003228112,Rougemont,3
276952.8107,239,0,1872,27829,,1242859233,Fountain,3
454921.1439,245,0,3702,27839,,3728459645,Halifax,3
59155.81774,246,1,535,27840,,127567387.3,Hamilton,3
367759.436,254,0,1483,27849,,2062202840,Lewiston Woodville,3
176947.9781,303,0,1965,27926,,1084179276,Corapeake,3
181830.4743,382,0,6124,28097,,836579136.4,Locust,3
198953.9553,397,0,2657,28125,,1169162879,Mount Ulla,3
421295.3371,401,0,2713,28133,,2384968916,Peachland,3
92732.9092,452,0,15486,28307,,174879596.4,Fort Bragg,3
401393.3058,489,1,2241,28369,,1800121586,Orrum,3
140223.6214,492,0,2552,28373,,460329067,Pinebluff,3
244578.6454,525,0,8542,28429,,1146009268,Castle Hayne,3
548979.7329,538,0,2278,28444,,3251010336,Harrells,3
339624.4789,548,1,1718,28455,,1802269565,Nakina,3
368901.622,549,0,3566,28456,,1872158645,Riegelwood,3
578042.0712,554,0,14309,28462,,3173815797,Supply,3
397460.1882,561,0,7481,28469,,718539224.8,Ocean Isle Beach,3
297516.5861,580,0,2274,28523,,2247611957,Cove City,3
600372.5488,604,0,4702,28555,,3623337430,Maysville,3
353024.4777,611,0,3137,28571,,1482289450,Oriental,3
297831.4751,660,0,1570,28644,,2045165288,Laurel Springs,3
190682.6701,663,0,1034,28649,,1036137985,Mc Grady,3
432841.1071,703,0,15250,28711,,2289646424,Black Mountain,3
268599.1748,721,0,18899,28732,,1163648234,Fletcher,3
219074.6886,742,1,7867,28759,,710290580.5,Mills River,3
188030.7951,754,0,10803,28778,,692162824,Swannanoa,3
271571.0326,771,0,6039,28901,,1881090750,Andrews,3
162521.1135,772,0,1562,28902,,645585335.7,Brasstown,3
403950.0055,773,0,9535,28904,,5317145253,Hayesville,3
233986.055,258,0,436,27853,Population <500 and Cases <5,1061331086,Margarettsville,2
11228.31712,343,0,0,27982,Population <500 and Cases <5,5381164.095,Waves,2
191244.6474,3,0,2937,27009,,618093097,Belews Creek,2
270248.2597,11,0,4234,27019,,977414017.8,Germanton,2
324677.1416,22,0,8020,27041,,1629462738,Pilot Mountain,2
144984.8391,27,0,1279,27047,,576295820.8,Siloam,2
187154.0021,54,0,3647,27233,,703252829.3,Climax,2
204602.6365,103,0,7508,27350,,1066449849,Sophia,2
328579.5985,158,0,4044,27541,,1979862537,Hurdle Mills,2
320371.9876,222,0,2481,27808,,1375581490,Bath,2
307599.9217,225,0,2951,27812,,1796512895,Bethel,2
21851.38453,226,0,687,27813,,17954681.87,Black Creek,2
269780.6635,228,0,2634,27816,,1727056406,Castalia,2
291672.9193,230,0,1269,27818,,1775223219,Como,2
116849.5148,248,0,1436,27842,,414285932.7,Henrico,2
416912.5672,251,0,2841,27845,,2842001077,Jackson,2
475177.3311,263,0,2062,27860,,4384086913,Pantego,2
407140.116,267,0,2003,27865,,3183419700,Pinetown,2
183824.6683,268,0,672,27866,,548856343.5,Pleasant Hill,2
178936.5215,276,0,3280,27880,,661768421.4,Sims,2
344143.7921,305,0,1888,27928,,3736346956,Creswell,2
229961.1786,311,0,1430,27938,,1202645918,Gatesville,2
250163.9961,317,0,1089,27946,,1234977496,Hobbsville,2
266090.2708,319,0,12518,27948,,288939959.8,Kill Devil Hills,2
348819.066,338,0,3561,27976,,2739484649,South Mills,2
236923.0744,368,0,3198,28071,,1345839019,Gold Hill,2
143952.9116,369,1,5606,28073,,702973243.5,Grover,2
313074.9263,380,0,2353,28091,,2694411423,Lilesville,2
49283.19415,383,0,4010,28098,,99103128.45,Lowell,2
468250.6593,398,0,7631,28127,,2159940153,New London,2
291589.496,404,0,3843,28137,,1223676252,Richfield,2
191731.8211,414,0,5814,28163,,970276414.1,Stanfield,2
106909.6637,472,0,1567,28343,,458723474.2,Gibson,2
194334.442,475,0,1826,28347,,747268691.7,Hoffman,2
202263.5553,505,0,5326,28391,,1084470955,Stedman,2
246616.2089,509,0,2657,28395,,1382105528,Wade,2
551931.9965,550,0,12840,28457,,3397895881,Rocky Point,2
437910.4667,583,0,2384,28526,,2062614072,Dover,2
874966.4984,589,1,25868,28532,,5072028576,Havelock,2
291647.0075,606,0,15254,28557,,400526128,Morehead City,2
360117.8363,613,1,2475,28573,,3035889883,Pollocksville,2
248689.3451,631,0,4143,28605,,895784503.1,Blowing Rock,2
441028.9437,637,0,14906,28612,,2400642845,Connelly Springs,2
263906.738,640,0,2451,28617,,986888820.6,Crumpler,2
148645.7343,647,0,3001,28626,,819063990.9,Fleetwood,2
343683.1323,654,0,5186,28636,,1563401720,Hiddenite,2
275858.1074,659,0,3443,28643,,2044042930,Lansing,2
203358.6041,687,0,1934,28683,,988749233.1,Thurmond,2
292392.1387,688,0,2175,28684,,1383524230,Todd,2
416426.802,694,0,8033,28694,,2188720147,West Jefferson,2
376028.6631,700,0,7168,28705,,3538838336,Bakersville,2
451646.7502,713,0,10866,28721,,3262240884,Clyde,2
74718.06209,718,0,2978,28729,,115914409.4,Etowah,2
277836.6501,719,0,10068,28730,,1334723773,Fairview,2
387268.2083,744,0,7603,28762,,2996741187,Old Fort,2
321689.5366,747,0,7895,28768,,2244655884,Pisgah Forest,2
434987.6301,759,0,8309,28785,,4680111391,Waynesville,2
281392.4747,762,0,6551,28789,,1731085190,Whittier,2
272368.2336,763,0,3775,28790,,1184634316,Zirconia,2
4216.572457,42,0,5,27157,Population <500 and Cases <5,827769.0945,Winston Salem,1
376970.3977,333,0,413,27968,Population <500 and Cases <5,255307311.4,Rodanthe,1
34526.61283,362,0,428,28039,Population <500 and Cases <5,13759835.59,East Spencer,1
97868.87163,675,0,39,28668,Population <500 and Cases <5,150579895.8,Roaring Gap,1
195922.0034,2,0,2136,27007,,592499585.6,Ararat,1
219088.1793,29,0,4084,27050,,703876500.6,Tobaccoville,1
413464.4469,32,0,3156,27053,,2152815478,Westfield,1
201172.9633,33,0,2608,27054,,778193820.6,Woodleaf,1
8251.668691,69,0,1695,27268,,2495618.648,High Point,1
314720.3653,76,0,1538,27291,,1492904663,Leasburg,1
179457.9583,90,0,2140,27315,,697810511.3,Providence,1
348769.3114,100,0,1840,27343,,1390260353,Semora,1
71472.46534,152,0,666,27531,,123956304,Goldsboro,1
402849.2998,164,0,2205,27551,,2443966871,Macon,1
349507.7623,170,0,2791,27562,,1862081557,New Hill,1
39624.24407,210,0,4635,27708,,24140532.87,Durham,1
575449.4818,220,0,2441,27806,,3806890945,Aurora,1
349050.3456,227,0,1801,27814,,2084052222,Blounts Creek,1
354763.3137,261,0,1601,27857,,2180191630,Oak City,1
778832.4595,281,0,859,27885,,3236637890,Swanquarter,1
159985.8584,293,0,758,27915,,132797325.7,Avon,1
230585.9384,299,0,1107,27922,,1372106942,Cofield,1
146317.9445,306,0,1949,27929,,352573124.8,Currituck,1
213483.7803,308,0,1674,27935,,1443577833,Eure,1
150762.8003,314,0,936,27942,,927451831.7,Harrellsville,1
393684.1598,321,0,2183,27950,,1009906813,Knotts Island,1
140593.3158,332,0,1473,27966,,310362212.8,Powells Point,1
272849.5956,340,0,1813,27979,,2196378526,Sunbury,1
51515.55039,357,0,3249,28032,,59161626.13,Cramerton,1
340004.3454,418,0,10437,28168,,2469130590,Vale,1
200733.0904,454,0,8861,28310,,506286340.9,Fort Bragg,1
383927.7167,485,0,1079,28363,,1736455559,Marston,1
418800.3275,531,0,2931,28435,,2746865502,Currie,1
304067.8987,532,0,2312,28436,,1250613652,Delco,1
336354.4054,536,0,1734,28442,,1395074837,Hallsboro,1
442226.9203,540,0,1334,28447,,2755654734,Ivanhoe,1
400674.5231,541,0,1216,28448,,2360585218,Kelly,1
76626.8782,545,0,513,28452,,201031403,Longwood,1
493774.7831,565,0,4874,28479,,2117768058,Winnabow,1
160146.449,570,0,1543,28510,,492605022.4,Arapahoe,1
632922.3125,571,0,628,28511,,664520864.6,Atlantic,1
282548.2101,572,0,3689,28512,,159414908.6,Atlantic Beach,1
81799.94941,596,1,6618,28543,,101812905.9,Tarawa Terrace,1
64625.79505,603,0,522,28553,,44093630.4,Marshallberg,1
233745.5375,620,0,1824,28582,,566119411.2,Stella,1
206007.3951,627,0,3678,28594,,161880563.4,Emerald Isle,1
308096.8815,635,0,10238,28610,,1121879523,Claremont,1
272770.2475,639,0,1883,28615,,1868599533,Creston,1
176648.996,644,0,1716,28623,,790959225.7,Ennice,1
229623.6598,648,0,1534,28627,,929851696.6,Glade Valley,1
457051.3594,668,0,9610,28657,,3935578521,Newland,1
197653.6664,681,0,3444,28676,,830902972.4,State Road,1
237772.4762,683,0,5252,28678,,1249807753,Stony Point,1
108427.0664,686,0,1099,28682,,164657442.8,Terrell,1
286379.9558,692,0,4504,28692,,1091553224,Vilas,1
170328.3878,693,0,1693,28693,,621923811.3,Warrensville,1
178622.868,697,0,4830,28701,,557040025,Alexander,1
168899.0423,698,0,704,28702,,749571990.5,Almond,1
157079.8946,710,0,607,28718,,604740430.2,Cedar Mountain,1
301403.1033,732,0,2583,28746,,1635267199,Lake Lure,1
252655.2524,736,0,3738,28751,,1196971957,Maggie Valley,1
582321.8754,738,0,12286,28753,,7221367422,Marshall,1
336365.6543,739,0,8823,28754,,2532637147,Mars Hill,1
202810.8428,745,0,2864,28763,,1145043003,Otto,1
88900.5626,746,0,1526,28766,,159626292.5,Penrose,1
412465.0987,758,0,1905,28783,,2507065765,Tuckasegee,1
